Epoch, Loss, Dice Score, Dice Loss, CE Loss, Additional Loss, Time
337, 0.3026, 0.8437, 0.1563, 0.1035, 0.0428, 261.35
338, 0.3018, 0.8438, 0.1562, 0.1029, 0.0427, 261.46
339, 0.2997, 0.8443, 0.1557, 0.1017, 0.0423, 261.15
340, 0.3002, 0.8443, 0.1557, 0.1021, 0.0424, 261.11
341, 0.3018, 0.8438, 0.1562, 0.1029, 0.0427, 261.11
342, 0.3013, 0.8439, 0.1561, 0.1026, 0.0426, 261.20
343, 0.3026, 0.8437, 0.1563, 0.1035, 0.0428, 261.45
344, 0.3000, 0.8446, 0.1554, 0.1023, 0.0424, 261.46
345, 0.3000, 0.8445, 0.1555, 0.1021, 0.0424, 261.60
346, 0.3000, 0.8443, 0.1557, 0.1020, 0.0423, 261.41
347, 0.3001, 0.8444, 0.1556, 0.1021, 0.0424, 261.21
348, 0.2997, 0.8448, 0.1552, 0.1021, 0.0423, 261.06
349, 0.3015, 0.8443, 0.1557, 0.1031, 0.0426, 261.17
350, 0.2987, 0.8451, 0.1549, 0.1015, 0.0422, 261.43
351, 0.2997, 0.8449, 0.1551, 0.1022, 0.0424, 261.55
352, 0.2973, 0.8455, 0.1545, 0.1008, 0.0419, 261.68
353, 0.2997, 0.8447, 0.1553, 0.1021, 0.0423, 261.23
354, 0.2978, 0.8456, 0.1544, 0.1013, 0.0421, 261.34
355, 0.2980, 0.8454, 0.1546, 0.1013, 0.0421, 261.08
356, 0.2986, 0.8452, 0.1548, 0.1016, 0.0422, 261.23
357, 0.2971, 0.8455, 0.1545, 0.1008, 0.0419, 261.46
358, 0.2983, 0.8455, 0.1545, 0.1017, 0.0421, 260.97
359, 0.2986, 0.8448, 0.1552, 0.1014, 0.0421, 261.39
360, 0.2994, 0.8448, 0.1552, 0.1020, 0.0423, 261.22
361, 0.2972, 0.8457, 0.1543, 0.1010, 0.0420, 261.42
362, 0.2968, 0.8457, 0.1543, 0.1006, 0.0419, 261.37
363, 0.2970, 0.8456, 0.1544, 0.1007, 0.0418, 261.42
364, 0.2974, 0.8456, 0.1544, 0.1010, 0.0419, 261.21
365, 0.2979, 0.8456, 0.1544, 0.1015, 0.0421, 261.19
366, 0.2960, 0.8462, 0.1538, 0.1004, 0.0418, 261.48
367, 0.2965, 0.8460, 0.1540, 0.1007, 0.0418, 261.14
368, 0.2957, 0.8462, 0.1538, 0.1002, 0.0417, 261.25
369, 0.2961, 0.8461, 0.1539, 0.1005, 0.0417, 261.39
370, 0.2962, 0.8461, 0.1539, 0.1006, 0.0417, 261.40
371, 0.2951, 0.8467, 0.1533, 0.1002, 0.0416, 261.35
372, 0.2969, 0.8458, 0.1542, 0.1009, 0.0418, 261.26
373, 0.2961, 0.8460, 0.1540, 0.1004, 0.0417, 261.34
